Loan #,Loan Type,Notional,Rate,Term,Asset,Asset Value,Dep Rate
1042,Fixed Mortgage,22385.74683,0.155731073,54,Vacation Home,19748.24184,0.082
1043,Fixed Mortgage,21761.29158,0.178265905,67,Primary Home,17934.02807,0.127
1044,Fixed Mortgage,22376.39079,0.159236762,51,Vacation Home,17698.34707,0.08
1045,Fixed Mortgage,20261.50106,0.175595231,65,Primary Home,16805.8339,0.084
1046,Fixed Mortgage,21090.96721,0.163613918,65,Vacation Home,16740.96414,0.096
1047,Fixed Mortgage,6321.555404,0.161685933,65,Primary Home,3875.592732,0.103
1048,Fixed Mortgage,21829.31491,0.168952804,57,Vacation Home,17650.00125,0.097
1049,Fixed Mortgage,18885.82839,0.15730768,59,Primary Home,14590.17844,0.115
1050,Fixed Mortgage,19811.24447,0.169444712,66,Vacation Home,16397.0964,0.093
1051,Fixed Mortgage,14229.9663,0.145721679,60,Primary Home,12215.21775,0.097
1052,Fixed Mortgage,16080.32967,0.186905457,50,Vacation Home,13357.22158,0.138
1053,Fixed Mortgage,23271.13243,0.148203767,58,Primary Home,18240.13552,0.117
1054,Fixed Mortgage,7724.604358,0.130254879,61,Vacation Home,5793.453633,0.135
1055,Fixed Mortgage,23713.2959,0.180259256,70,Primary Home,19035.23601,0.149
1056,Fixed Mortgage,17372.985,0.176384046,62,Vacation Home,14363.29084,0.111
1057,Fixed Mortgage,15693.49337,0.199922023,54,Primary Home,12298.14442,0.104
1058,Fixed Mortgage,24353.70065,0.13097359,68,Vacation Home,20164.27793,0.149
1059,Fixed Mortgage,13553.68294,0.19521152,56,Primary Home,11573.3073,0.102
1060,Fixed Mortgage,14149.74147,0.186429161,59,Vacation Home,11893.84186,0.099
1061,Fixed Mortgage,21586.16054,0.146850204,52,Primary Home,17957.47864,0.088
1062,Fixed Mortgage,16159.4441,0.166411862,67,Vacation Home,14336.10877,0.111
1063,Fixed Mortgage,24042.94821,0.150207954,61,Primary Home,19026.79112,0.135
1064,Fixed Mortgage,13893.44127,0.142942124,71,Vacation Home,12208.91325,0.15
1065,Fixed Mortgage,23627.4554,0.162087967,56,Primary Home,20797.64595,0.11
1066,Fixed Mortgage,20692.7586,0.16903038,62,Vacation Home,16913.47667,0.139
1067,Fixed Mortgage,21557.0477,0.160917925,61,Primary Home,17144.58735,0.119
1068,Fixed Mortgage,17443.75678,0.167628684,53,Vacation Home,14263.76516,0.089
1069,Fixed Mortgage,19912.28457,0.169900571,57,Primary Home,17058.30632,0.148
1070,Fixed Mortgage,21420.83926,0.176845344,71,Vacation Home,18014.61567,0.094
1071,Fixed Mortgage,18162.819,0.179023114,56,Primary Home,15600.20911,0.082
1072,Fixed Mortgage,12629.63035,0.167195399,62,Vacation Home,11768.59022,0.14
1073,Fixed Mortgage,21553.38233,0.172922625,53,Primary Home,18711.15838,0.108
1074,Fixed Mortgage,17961.86455,0.157254414,56,Vacation Home,14466.71518,0.126
1075,Fixed Mortgage,13378.13802,0.16412561,60,Primary Home,10737.39476,0.145
1076,Fixed Mortgage,15887.87669,0.163146388,60,Vacation Home,13461.92946,0.096
1077,Fixed Mortgage,17414.67708,0.130254879,50,Primary Home,12659.62593,0.119
1078,Fixed Mortgage,17435.14137,0.187025341,71,Vacation Home,12778.4216,0.087
1079,Fixed Mortgage,22541.96078,0.175276417,50,Primary Home,18774.6615,0.128
1080,Fixed Mortgage,10998.38458,0.154172574,67,Vacation Home,7846.257909,0.098
1081,Fixed Mortgage,25805.64295,0.15470011,61,Primary Home,20845.94425,0.096
1082,Fixed Mortgage,14455.4367,0.130254879,61,Vacation Home,12770.80941,0.15
1083,Fixed Mortgage,18548.279,0.163735397,70,Primary Home,15405.94155,0.087
1084,Fixed Mortgage,10057.21249,0.137828336,60,Vacation Home,8272.094913,0.132
1085,Fixed Mortgage,27808.89296,0.182995854,58,Primary Home,22961.5737,0.099
1086,Fixed Mortgage,21912.29739,0.160519703,53,Vacation Home,19701.78606,0.08
1087,Fixed Mortgage,10920.59154,0.171131225,61,Primary Home,9949.635687,0.149
1088,Fixed Mortgage,21473.9929,0.164833295,52,Vacation Home,18937.28103,0.144
1089,Fixed Mortgage,17872.85411,0.130254879,55,Primary Home,14293.04281,0.109
1090,Fixed Mortgage,22772.86164,0.136754061,64,Vacation Home,18885.49093,0.112
1091,Fixed Mortgage,10248.63795,0.162936105,50,Primary Home,9151.677837,0.115
1092,Fixed Mortgage,29979.44033,0.153981387,62,Vacation Home,25126.34282,0.143
1093,Fixed Mortgage,12512.27121,0.15887055,56,Primary Home,11124.49045,0.11
1094,Fixed Mortgage,17896.68956,0.164426239,62,Vacation Home,15673.56046,0.093
1095,Fixed Mortgage,15150.02258,0.177542309,52,Primary Home,12727.26237,0.107
1096,Fixed Mortgage,16903.92004,0.143326833,67,Vacation Home,15073.8969,0.094
1097,Fixed Mortgage,23181.02865,0.195228953,68,Primary Home,19475.94073,0.098
1098,Fixed Mortgage,21748.6804,0.165011051,66,Vacation Home,17992.54952,0.101
1099,Fixed Mortgage,20932.38023,0.137519947,61,Primary Home,18381.67142,0.097
1100,Fixed Mortgage,22131.55595,0.164252117,56,Vacation Home,16077.14253,0.143
1101,Fixed Mortgage,21264.71104,0.168369865,59,Primary Home,18252.53283,0.091
1102,Fixed Mortgage,20308.50701,0.168199693,55,Vacation Home,17989.38129,0.121
1103,Fixed Mortgage,10623.30252,0.193198374,52,Primary Home,10431.59384,0.145
1104,Fixed Mortgage,16913.43254,0.193528404,55,Vacation Home,13243.59427,0.103
1105,Fixed Mortgage,23968.10799,0.161188175,71,Primary Home,18926.6562,0.134
1106,Fixed Mortgage,25540.97974,0.156449489,59,Vacation Home,22891.31295,0.084
1107,Fixed Mortgage,18185.42657,0.167384839,55,Primary Home,15124.41821,0.141
1108,Fixed Mortgage,26828.12321,0.145031853,69,Vacation Home,22452.08144,0.131
1109,Fixed Mortgage,16190.28799,0.188384615,58,Primary Home,12964.35487,0.1
1110,Fixed Mortgage,16290.78671,0.159964959,52,Vacation Home,12996.6246,0.09
1111,Fixed Mortgage,17754.13565,0.169966027,59,Primary Home,13384.2738,0.14
1112,Fixed Mortgage,26295.20932,0.146180222,56,Vacation Home,20948.46286,0.094
1113,Fixed Mortgage,17593.84584,0.171960914,60,Primary Home,15367.84695,0.094
1114,Fixed Mortgage,22179.11711,0.134289506,65,Vacation Home,20068.5703,0.081
1115,Fixed Mortgage,31458.925,0.171457111,69,Primary Home,24700.25525,0.145
1116,Fixed Mortgage,19748.54338,0.164809837,59,Vacation Home,16436.39938,0.094
1117,Fixed Mortgage,17729.36488,0.163774987,50,Primary Home,15278.79096,0.146
1118,Fixed Mortgage,14176.56162,0.157121617,68,Vacation Home,12305.47487,0.148
1119,Fixed Mortgage,16679.83698,0.173486123,59,Primary Home,14896.7982,0.117
1120,Fixed Mortgage,16736.28295,0.168970772,65,Vacation Home,14016.75173,0.103
1121,Fixed Mortgage,19774.57939,0.163472663,50,Primary Home,16462.42419,0.145
1122,Fixed Mortgage,17845.35711,0.171236467,64,Vacation Home,15381.58854,0.148
1123,Fixed Mortgage,12231.19176,0.169809564,56,Primary Home,9939.661756,0.128
1124,Fixed Mortgage,18631.99165,0.180317554,60,Vacation Home,16586.17539,0.094
1125,Fixed Mortgage,23383.01715,0.150754547,53,Primary Home,17705.79888,0.148
1126,Fixed Mortgage,20779.34151,0.182946582,59,Vacation Home,16946.50441,0.084
1127,Fixed Mortgage,16563.02491,0.199922023,57,Primary Home,13238.51893,0.083
1128,Fixed Mortgage,21622.34243,0.161435982,69,Vacation Home,18529.72995,0.117
1129,Fixed Mortgage,15041.23356,0.148568491,54,Primary Home,12344.16157,0.118
1130,Fixed Mortgage,17507.98172,0.179465536,55,Vacation Home,12029.44013,0.099
1131,Fixed Mortgage,16113.16291,0.152321302,59,Primary Home,13201.61578,0.142
1132,Fixed Mortgage,10708.41277,0.137731108,65,Vacation Home,9248.905515,0.131
1133,Fixed Mortgage,16002.8952,0.167938015,70,Primary Home,12695.90172,0.087
1134,Fixed Mortgage,20515.38104,0.146222267,67,Vacation Home,17291.12295,0.093
1135,Fixed Mortgage,20536.59437,0.155504719,57,Primary Home,16227.00165,0.135
1136,Fixed Mortgage,19354.66542,0.177539156,63,Vacation Home,15783.97628,0.133
1137,Fixed Mortgage,22184.74015,0.184403273,59,Primary Home,17693.65036,0.086
1138,Fixed Mortgage,26071.05695,0.188048934,65,Vacation Home,21109.92956,0.124
1139,Fixed Mortgage,24925.71093,0.141471672,71,Primary Home,20315.20979,0.092
1140,Fixed Mortgage,27070.83098,0.147250729,64,Vacation Home,21305.36409,0.114
1141,Fixed Mortgage,20182.26925,0.131297704,56,Primary Home,17512.39127,0.094
1142,Fixed Mortgage,21343.67199,0.178802115,62,Vacation Home,18156.34633,0.138
1143,Fixed Mortgage,20569.92138,0.130254879,71,Primary Home,17445.0246,0.084
1144,Fixed Mortgage,21042.13998,0.195383633,53,Vacation Home,17906.69844,0.109
1145,Fixed Mortgage,23656.68095,0.153784204,66,Primary Home,19033.95786,0.114
1146,Fixed Mortgage,20760.83637,0.150680504,50,Vacation Home,17223.25455,0.097
1147,Fixed Mortgage,26351.21315,0.154080815,54,Primary Home,21184.1945,0.087
1148,Fixed Mortgage,16263.36062,0.192977608,66,Vacation Home,14589.23033,0.086
1149,Fixed Mortgage,14662.9498,0.162986425,57,Primary Home,12436.90486,0.137
1150,Fixed Mortgage,7657.952184,0.130254879,58,Vacation Home,6769.96116,0.081
1151,Fixed Mortgage,26213.20495,0.175217675,61,Primary Home,21143.31142,0.126
1152,Fixed Mortgage,17388.7075,0.151327163,53,Vacation Home,14662.92599,0.107
1153,Fixed Mortgage,10256.95033,0.163602408,60,Primary Home,8137.774059,0.088
1154,Fixed Mortgage,8823.477424,0.178053923,59,Vacation Home,7219.128618,0.098
1155,Fixed Mortgage,20347.59851,0.134994339,61,Primary Home,16753.74466,0.133
1156,Fixed Mortgage,15331.39858,0.147275223,71,Vacation Home,11826.18249,0.083
1157,Fixed Mortgage,15228.4543,0.179869451,65,Primary Home,13055.42953,0.122
1158,Fixed Mortgage,22108.43725,0.198601233,50,Vacation Home,18833.97844,0.084
1159,Fixed Mortgage,21099.22499,0.195624444,60,Primary Home,18061.83884,0.116
1160,Fixed Mortgage,14978.15017,0.155791179,70,Vacation Home,11493.54277,0.148
1161,Fixed Mortgage,11093.35329,0.175576902,50,Primary Home,8902.961315,0.137
1162,Fixed Mortgage,19723.36158,0.156420667,52,Vacation Home,16076.47185,0.08
1163,Fixed Mortgage,19121.04304,0.199922023,71,Primary Home,16656.49804,0.148
1164,Fixed Mortgage,17815.61689,0.159725674,62,Vacation Home,15031.87537,0.128
1165,Fixed Mortgage,16288.5316,0.190096209,63,Primary Home,12575.92784,0.139
1166,Fixed Mortgage,25571.79333,0.155672761,61,Vacation Home,21006.01871,0.081
1167,Fixed Mortgage,20901.5962,0.155362541,53,Primary Home,17292.92084,0.12
1168,Fixed Mortgage,21378.07133,0.178107757,63,Vacation Home,16865.14257,0.14
1169,Fixed Mortgage,13737.25806,0.178366287,64,Primary Home,11789.56579,0.135
1170,Fixed Mortgage,21677.52565,0.199445789,60,Vacation Home,18166.96389,0.103
1171,Fixed Mortgage,12084.14894,0.199922023,60,Primary Home,10808.77549,0.127
1172,Fixed Mortgage,17662.67789,0.180323322,50,Vacation Home,12431.25422,0.117
1173,Fixed Mortgage,18255.01108,0.132601269,50,Primary Home,14997.50434,0.092
1174,Fixed Mortgage,25688.1442,0.182410415,60,Vacation Home,20624.95733,0.123
1175,Fixed Mortgage,20462.32845,0.174265033,60,Primary Home,17493.61845,0.088
1176,Fixed Mortgage,20728.29618,0.156395133,65,Vacation Home,15680.58128,0.106
1177,Fixed Mortgage,16305.21782,0.199922023,56,Primary Home,14999.17457,0.11
1178,Fixed Mortgage,23802.11044,0.169021823,60,Vacation Home,20684.30871,0.098
1179,Fixed Mortgage,20050.5607,0.193905523,71,Primary Home,15676.50756,0.12
1180,Fixed Mortgage,16649.4372,0.189524135,61,Vacation Home,13050.35593,0.127
1181,Fixed Mortgage,23126.75993,0.130254879,58,Primary Home,19218.17801,0.142
1182,Fixed Mortgage,15775.15759,0.150442026,58,Vacation Home,11244.13376,0.096
1183,Fixed Mortgage,12391.31212,0.175536897,50,Primary Home,9981.965689,0.085
1184,Fixed Mortgage,26776.63104,0.140497167,71,Vacation Home,21767.39028,0.128
1185,Fixed Mortgage,15813.35429,0.176253329,57,Primary Home,13124.04724,0.11
1186,Fixed Mortgage,17772.62152,0.159948908,51,Vacation Home,14904.16293,0.103
1187,Fixed Mortgage,14646.05917,0.130254879,58,Primary Home,12966.01755,0.137
1188,Fixed Mortgage,21164.68228,0.174783665,66,Vacation Home,17266.76972,0.105
1189,Fixed Mortgage,14042.08895,0.199922023,56,Primary Home,12337.27515,0.112
1190,Fixed Mortgage,21025.82712,0.137348839,59,Vacation Home,16347.01495,0.097
1191,Fixed Mortgage,18244.26781,0.160450423,51,Primary Home,14892.32661,0.144
1192,Fixed Mortgage,18302.38952,0.171085734,52,Vacation Home,15204.42778,0.128
1193,Fixed Mortgage,15992.81864,0.178679775,53,Primary Home,12226.17135,0.148
1194,Fixed Mortgage,19617.71959,0.174940523,66,Vacation Home,17652.45693,0.091
1195,Fixed Mortgage,18940.91839,0.14926196,57,Primary Home,15374.48884,0.147
1196,Fixed Mortgage,23074.76508,0.146884317,65,Vacation Home,17787.39122,0.11
1197,Fixed Mortgage,12275.75345,0.163177769,60,Primary Home,10706.8208,0.105
1198,Fixed Mortgage,15465.71841,0.174082358,57,Vacation Home,14365.69319,0.147
1199,Fixed Mortgage,6343.375923,0.17427087,52,Primary Home,6475.94665,0.128
1200,Fixed Mortgage,20037.7251,0.15783589,67,Vacation Home,17739.0191,0.146
1201,Fixed Mortgage,20709.60703,0.156284649,71,Primary Home,17083.04439,0.082
1202,Fixed Mortgage,17178.25241,0.172773848,63,Vacation Home,15669.49862,0.082
1203,Fixed Mortgage,20236.07931,0.169018895,64,Primary Home,15592.25499,0.12
1204,Fixed Mortgage,19753.85174,0.199922023,57,Vacation Home,16295.51903,0.134
1205,Fixed Mortgage,7115.857856,0.199922023,54,Primary Home,4862.646573,0.117
1206,Fixed Mortgage,15260.47564,0.130254879,61,Vacation Home,12928.78426,0.136
1207,Fixed Mortgage,19283.18527,0.153197402,51,Primary Home,16528.97752,0.119
1208,Fixed Mortgage,18310.25946,0.185640167,64,Vacation Home,12709.72252,0.137
1209,Fixed Mortgage,26933.73416,0.185930317,50,Primary Home,22182.2407,0.109
1210,Fixed Mortgage,15946.66314,0.166142406,64,Vacation Home,13787.57836,0.124
1211,Fixed Mortgage,19323.46791,0.175939772,50,Primary Home,16780.98694,0.089
1212,Fixed Mortgage,25641.0958,0.161634615,66,Vacation Home,22229.45489,0.111
1213,Fixed Mortgage,19383.26842,0.172431599,60,Primary Home,16403.28108,0.093
1214,Fixed Mortgage,18430.84766,0.183882426,56,Vacation Home,13706.21681,0.101
1215,Fixed Mortgage,22812.33563,0.199922023,60,Primary Home,18811.15237,0.139
1216,Fixed Mortgage,4195.787059,0.16955779,58,Vacation Home,4077.13458,0.131
1217,Fixed Mortgage,18623.17239,0.164362834,60,Primary Home,14799.25522,0.094
1218,Fixed Mortgage,22889.48372,0.169138058,58,Vacation Home,19472.50084,0.124
1219,Fixed Mortgage,26156.76562,0.130254879,67,Primary Home,20789.31561,0.148
1220,Fixed Mortgage,19425.8832,0.156988642,57,Vacation Home,15494.14836,0.115
1221,Fixed Mortgage,22002.09583,0.15616103,71,Primary Home,18808.77556,0.124
1222,Fixed Mortgage,22780.02481,0.182883454,57,Vacation Home,18706.21084,0.095
1223,Fixed Mortgage,15678.43322,0.137868809,59,Primary Home,12556.25789,0.126
1224,Fixed Mortgage,20497.52063,0.163176252,57,Vacation Home,15219.90791,0.149
1225,Fixed Mortgage,22994.50678,0.182478822,55,Primary Home,18714.15547,0.124
1226,Fixed Mortgage,20048.8867,0.192835838,57,Vacation Home,16893.68874,0.084
1227,Fixed Mortgage,19621.99556,0.186150641,67,Primary Home,15989.65157,0.147
1228,Fixed Mortgage,10619.72978,0.164859466,51,Vacation Home,9401.12852,0.114
1229,Fixed Mortgage,23550.25996,0.145299098,61,Primary Home,19954.38207,0.138
1230,Fixed Mortgage,24193.74657,0.152657558,61,Vacation Home,20754.89941,0.101
1231,Fixed Mortgage,16346.24439,0.148367272,53,Primary Home,13856.62567,0.097
1232,Fixed Mortgage,19695.13638,0.151421664,71,Vacation Home,16491.89855,0.103
1233,Fixed Mortgage,17087.78025,0.162595725,63,Primary Home,12913.10277,0.083
1234,Fixed Mortgage,15375.09806,0.156558806,59,Vacation Home,13647.94967,0.147
1235,Fixed Mortgage,25264.61369,0.180641601,54,Primary Home,19954.02127,0.096
1236,Fixed Mortgage,17430.65549,0.193951517,67,Vacation Home,13609.55925,0.081
1237,Fixed Mortgage,18761.86853,0.184321796,61,Primary Home,14735.09974,0.102
1238,Fixed Mortgage,20201.55945,0.182866625,68,Vacation Home,15524.52087,0.105
1239,Fixed Mortgage,18763.62578,0.150652201,64,Primary Home,16708.31643,0.124
1240,Fixed Mortgage,21641.46239,0.160258841,51,Vacation Home,19446.45457,0.127
1241,Fixed Mortgage,25421.6077,0.149275859,71,Primary Home,19615.02063,0.087
1242,Fixed Mortgage,17871.25251,0.169876415,62,Vacation Home,15185.70162,0.13
1243,Fixed Mortgage,17071.14846,0.146679246,52,Primary Home,15522.3032,0.093
1244,Fixed Mortgage,17764.12583,0.16599708,62,Vacation Home,13666.34414,0.114
1245,Fixed Mortgage,13782.4505,0.184595966,50,Primary Home,11391.02378,0.124
1246,Fixed Mortgage,31334.26714,0.167769902,62,Vacation Home,25678.82186,0.084
1247,Fixed Mortgage,19948.6785,0.199922023,60,Primary Home,18020.41545,0.13
1248,Fixed Mortgage,25556.91723,0.16916831,50,Vacation Home,20150.09391,0.116
1249,Fixed Mortgage,27031.62098,0.145787065,53,Primary Home,21142.12196,0.132
1250,Fixed Mortgage,14974.38617,0.177811764,60,Vacation Home,12667.02086,0.132
1251,Fixed Mortgage,8169.904143,0.166548603,53,Primary Home,6563.936897,0.137
1252,Fixed Mortgage,22006.84052,0.152201916,59,Vacation Home,18257.81852,0.091
1253,Fixed Mortgage,17874.25606,0.168723657,60,Primary Home,15709.74033,0.116
1254,Fixed Mortgage,21729.43761,0.188075401,57,Vacation Home,18157.8586,0.115
1255,Fixed Mortgage,15213.50781,0.142122147,59,Primary Home,12292.98506,0.137
1256,Fixed Mortgage,23789.9762,0.191777741,50,Vacation Home,19368.27904,0.119
1257,Fixed Mortgage,18887.39193,0.199922023,58,Primary Home,14537.60945,0.141
1258,Fixed Mortgage,26657.55783,0.166988993,50,Vacation Home,20782.99925,0.134
1259,Fixed Mortgage,28074.84729,0.18753158,58,Primary Home,21761.6665,0.114
1260,Fixed Mortgage,24066.13589,0.189038204,62,Vacation Home,20171.56529,0.083
1261,Fixed Mortgage,20503.16592,0.159201388,54,Primary Home,16641.20868,0.087
1262,Fixed Mortgage,15635.36798,0.175517451,65,Vacation Home,12933.80435,0.088
1263,Fixed Mortgage,28205.21407,0.185669735,61,Primary Home,23826.90336,0.087
1264,Fixed Mortgage,22932.68449,0.174072637,62,Vacation Home,18984.79334,0.097
1265,Fixed Mortgage,17706.84292,0.199922023,57,Primary Home,14444.27777,0.123
1266,Fixed Mortgage,12634.95765,0.196251895,65,Vacation Home,10520.14863,0.088
1267,Fixed Mortgage,19040.14309,0.159023449,58,Primary Home,15885.61879,0.12
1268,Fixed Mortgage,21604.85198,0.191516351,68,Vacation Home,18238.44623,0.124
1269,Fixed Mortgage,19872.52194,0.130254879,69,Primary Home,16056.66541,0.085
1270,Fixed Mortgage,24600.80471,0.141054186,67,Vacation Home,18382.85438,0.129
1271,Fixed Mortgage,17246.13505,0.130254879,67,Primary Home,13069.92696,0.097
1272,Fixed Mortgage,12358.4028,0.195986218,62,Vacation Home,10417.22736,0.148
1273,Fixed Mortgage,20401.17352,0.172495536,61,Primary Home,15478.08272,0.094
1274,Fixed Mortgage,15981.10741,0.175363948,55,Vacation Home,13484.44485,0.133
1275,Fixed Mortgage,18930.79717,0.162297118,58,Primary Home,15524.87999,0.107
1276,Fixed Mortgage,12980.51559,0.160541827,64,Vacation Home,10444.67711,0.101
1277,Fixed Mortgage,17492.46852,0.199922023,52,Primary Home,15076.06456,0.121
1278,Fixed Mortgage,24773.50604,0.1355455,63,Vacation Home,20344.98653,0.101
1279,Fixed Mortgage,19480.4906,0.161196839,66,Primary Home,16199.46784,0.13
1280,Fixed Mortgage,25552.18719,0.199922023,71,Vacation Home,21236.23002,0.108
1281,Fixed Mortgage,19594.82521,0.165597874,59,Primary Home,16082.24713,0.113
1282,Fixed Mortgage,21465.73109,0.188394123,51,Vacation Home,17571.2254,0.122
1283,Fixed Mortgage,15103.63445,0.167233704,70,Primary Home,12108.25656,0.085
1284,Fixed Mortgage,13373.59433,0.14718787,70,Vacation Home,11546.1252,0.139
1285,Fixed Mortgage,18999.63284,0.192949035,56,Primary Home,16235.18699,0.08
1286,Fixed Mortgage,25457.28998,0.157296913,66,Vacation Home,20494.63366,0.139
1287,Fixed Mortgage,20067.0719,0.190494344,68,Primary Home,17165.8428,0.085
1288,Fixed Mortgage,24915.98249,0.170073183,70,Vacation Home,20615.09703,0.15
1289,Fixed Mortgage,20731.42166,0.130254879,56,Primary Home,17966.11539,0.135
1290,Fixed Mortgage,10817.37464,0.16585558,59,Vacation Home,6701.135129,0.096
1291,Fixed Mortgage,24248.85808,0.199922023,60,Primary Home,18966.49078,0.099
1292,Fixed Mortgage,19749.2429,0.184827703,53,Vacation Home,15866.60005,0.124
1293,Fixed Mortgage,25066.42392,0.191657833,60,Primary Home,19438.17169,0.126
1294,Fixed Mortgage,13340.89513,0.199922023,50,Vacation Home,9257.042777,0.086
1295,Fixed Mortgage,20528.3945,0.173765615,62,Primary Home,16171.19433,0.098
1296,Fixed Mortgage,19370.78362,0.196252383,70,Vacation Home,15815.58959,0.114
1297,Fixed Mortgage,16317.63379,0.190162622,63,Primary Home,12385.06148,0.106
1298,Fixed Mortgage,12802.8227,0.184218569,63,Vacation Home,10478.91379,0.124
1299,Fixed Mortgage,21082.59754,0.153831373,60,Primary Home,17589.10047,0.105
1300,Fixed Mortgage,14922.50446,0.199922023,57,Vacation Home,12389.04984,0.121
1301,Fixed Mortgage,25336.05128,0.188726953,50,Primary Home,20361.05486,0.088
1302,Fixed Mortgage,27803.96342,0.130254879,62,Vacation Home,23187.65315,0.15
1303,Fixed Mortgage,22887.29626,0.157643394,57,Primary Home,19584.46186,0.115
1304,Fixed Mortgage,23101.89556,0.146198688,52,Vacation Home,19416.69858,0.139
1305,Fixed Mortgage,18046.76566,0.156204451,61,Primary Home,16562.52727,0.148
1306,Fixed Mortgage,16519.56215,0.168889091,59,Vacation Home,14101.29706,0.088
1307,Fixed Mortgage,18356.04488,0.19487361,54,Primary Home,15477.30605,0.085
1308,Fixed Mortgage,14145.26585,0.142290898,53,Vacation Home,11309.14593,0.116
1309,Fixed Mortgage,16756.66369,0.194780723,66,Primary Home,13155.27887,0.113
1310,Fixed Mortgage,14480.84579,0.168466223,63,Vacation Home,10738.47466,0.086
1311,Fixed Mortgage,17535.1297,0.165980476,63,Primary Home,14085.17426,0.141
1312,Fixed Mortgage,18669.21038,0.153331401,60,Vacation Home,14593.87041,0.128
1313,Fixed Mortgage,14621.84041,0.16846647,69,Primary Home,10327.85753,0.129
1314,Fixed Mortgage,16197.57427,0.141669972,66,Vacation Home,12010.78327,0.148
1315,Fixed Mortgage,14168.44882,0.134939254,60,Primary Home,12145.27315,0.102
1316,Fixed Mortgage,15989.02741,0.152915506,64,Vacation Home,12091.25465,0.086
1317,Fixed Mortgage,26402.04329,0.130254879,59,Primary Home,21173.24115,0.137
1318,Fixed Mortgage,24824.32837,0.147879287,51,Vacation Home,20474.4671,0.099
1319,Fixed Mortgage,14715.18039,0.142603624,56,Primary Home,12049.01028,0.098
1320,Fixed Mortgage,20113.85027,0.164567409,67,Vacation Home,15055.46888,0.089
1321,Fixed Mortgage,14602.63838,0.173189101,58,Primary Home,11258.06486,0.086
1322,Fixed Mortgage,17332.997,0.148903275,64,Vacation Home,15331.61347,0.119
1323,Fixed Mortgage,10914.47221,0.169694969,62,Primary Home,10258.03143,0.104
1324,Fixed Mortgage,15181.84571,0.156474384,55,Vacation Home,11363.64619,0.142
1325,Fixed Mortgage,18351.67908,0.179409686,63,Primary Home,15556.14106,0.138
1326,Fixed Mortgage,26898.30952,0.158055056,66,Vacation Home,21982.52477,0.117
1327,Fixed Mortgage,11453.22748,0.176383051,58,Primary Home,7774.018526,0.103
1328,Fixed Mortgage,17726.88432,0.191176395,64,Vacation Home,12088.4852,0.145
1329,Fixed Mortgage,15153.94209,0.181822221,51,Primary Home,10910.10533,0.11
1330,Fixed Mortgage,12219.86788,0.165275556,71,Vacation Home,9174.474922,0.087
1331,Fixed Mortgage,12884.46071,0.158028992,58,Primary Home,10283.70535,0.106
1332,Fixed Mortgage,15760.06688,0.164149529,53,Vacation Home,11838.37293,0.104
1333,Fixed Mortgage,23038.22903,0.135674729,71,Primary Home,18170.44544,0.107
1334,Fixed Mortgage,22240.8213,0.173556482,60,Vacation Home,18639.80247,0.08
1335,Fixed Mortgage,27523.62447,0.15284711,57,Primary Home,23710.4165,0.148
1336,Fixed Mortgage,15248.96442,0.17927054,65,Vacation Home,11350.14384,0.148
1337,Fixed Mortgage,15420.47166,0.19688245,60,Primary Home,12626.7399,0.137
1338,Fixed Mortgage,10259.9793,0.190912871,66,Vacation Home,9604.589954,0.116
1339,Fixed Mortgage,20746.12796,0.177123139,64,Primary Home,19199.07125,0.084
1340,Fixed Mortgage,17761.0551,0.16751357,55,Vacation Home,17007.60509,0.086
1341,Fixed Mortgage,20581.1226,0.136570428,55,Primary Home,17450.37271,0.141
1342,Fixed Mortgage,16680.38855,0.178890705,61,Vacation Home,12348.0387,0.149
1343,Fixed Mortgage,15057.13077,0.188457792,63,Primary Home,12807.41164,0.082
1344,Fixed Mortgage,19962.72681,0.19912435,64,Vacation Home,16880.10709,0.081
1345,Fixed Mortgage,20371.20249,0.157790276,59,Primary Home,18505.08329,0.111
1346,Fixed Mortgage,13661.84424,0.146467987,50,Vacation Home,11916.29486,0.137
1347,Fixed Mortgage,7000.063065,0.189752512,54,Primary Home,4716.089231,0.135
1348,Fixed Mortgage,14198.18773,0.183306959,65,Vacation Home,11705.8234,0.12
1349,Fixed Mortgage,21434.39792,0.177314028,54,Primary Home,17255.56408,0.095
1350,Fixed Mortgage,16641.95913,0.160479039,62,Vacation Home,14068.33973,0.144
1351,Fixed Mortgage,24857.16984,0.182205333,62,Primary Home,21094.04039,0.111
1352,Fixed Mortgage,22385.73893,0.179323057,67,Vacation Home,18522.81566,0.082
1353,Fixed Mortgage,18355.12071,0.1621215,53,Primary Home,15479.08125,0.125
1354,Fixed Mortgage,13874.90654,0.154531592,52,Vacation Home,11866.26652,0.14
1355,Fixed Mortgage,21596.30647,0.17988427,54,Primary Home,17099.4319,0.1
1356,Fixed Mortgage,19179.57227,0.199922023,69,Vacation Home,15798.75836,0.093
1357,Fixed Mortgage,18249.55025,0.193561018,50,Primary Home,15627.4601,0.091
1358,Fixed Mortgage,13949.42534,0.184132436,50,Vacation Home,13744.91975,0.092
1359,Fixed Mortgage,17432.22864,0.148972395,64,Primary Home,14366.07565,0.094
1360,Fixed Mortgage,18673.59455,0.161123959,56,Vacation Home,14275.4139,0.126
1361,Fixed Mortgage,10709.29585,0.131586717,50,Primary Home,8633.600316,0.104
1362,Fixed Mortgage,19910.88159,0.185190649,52,Vacation Home,15758.04599,0.085
